descriptor,variance,std,range,n_unique_values,unique_value_ratio,dominant_value,dominant_value_ratio,is_constant,dominant_value_ge_90pct,dominant_value_ge_95pct,unique_ratio_le_1pct,is_near_constant,descriptor_numeric_type,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like,is_rare_binary_like
VP-7,0.508113914799828,0.7128210959278829,4.850659514333012,1877,0.9508611955420466,1.1592821080854,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBa,459.5550490761445,21.43723510801112,480.1607737703056,1870,0.9473150962512664,35.2804357101628,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SwHBa,76.3173083038207,8.735977810401117,71.7284031509617,1864,0.9442755825734549,27.1412532619275,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minwHBa,0.2929481026924191,0.5412468038634677,4.05694610417372,1847,0.9356636271529889,0.194006280889616,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBa,4.65401983438678,2.157317740711085,15.4779912333897,1844,0.9341438703140831,10.136089473515,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
gmax,3.812282096808419,1.9525066188897846,11.89903715175705,1847,0.9356636271529889,10.136089473515,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
LipoaffinityIndex,11.851766981351403,3.442639536947109,27.592561248390272,1875,0.9498480243161094,11.9912002152442,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MAXDP,1.340407524164911,1.1577597005272342,6.88520224960148,1845,0.9346504559270516,4.13608947351504,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
DELS,273.46723224512215,16.536844688305028,371.0054006971135,1866,0.9452887537993921,29.8823514905369,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MAXDP2,1.3147789551916749,1.1466381099508576,6.88305503730259,1846,0.9351570415400202,4.13608947351504,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
DELS2,269.8134572978577,16.42599943071525,368.8447647620015,1864,0.9442755825734549,29.8823514905369,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Eta,199.1020360791053,14.1103520891261,346.51347999999996,1875,0.9498480243161094,35.23951,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_EtaP,0.04860299860143579,0.22046087771175138,1.6997299999999997,1859,0.9417426545086119,1.00684,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Eta_F,135.249056479361,11.62966278442161,271.36244,1874,0.9493414387031408,34.64078,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_EtaP_F,0.03316995171780612,0.18212619723094786,1.5566900000000001,1845,0.9346504559270516,0.98974,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
